zip,type,primary city,acceptable cities,unacceptable cities,state,county,timezone,area codes,latitude,longitude,region,country,decomissioned,estimated population,notes
T0A,CANADA,Eastern Alberta,St. Paul,,AB,,,,54.766,-111.7174,NA,CA,0,0,
T0B,CANADA,Wainwright Region,Tofield,,AB,,,,53.0727,-111.5816,NA,CA,0,0,
T0C,CANADA,Central Alberta,Stettler,,AB,,,,52.4922,-112.8113,NA,CA,0,0,
T0E,CANADA,Western Alberta,Jasper,,AB,,,,53.4021,-117.2308,NA,CA,0,0,
T0G,CANADA,North Central Alberta,Slave Lake,,AB,,,,55.6993,-114.4529,NA,CA,0,0,
T0H,CANADA,Northwestern Alberta,High Level,,AB,,,,57.5403,-116.9153,NA,CA,0,0,
T0J,CANADA,Southeastern Alberta,Drumheller,,AB,,,,50.9944,-111.4632,NA,CA,0,0,
T0K,CANADA,International Border Region,Cardston,,AB,,,,49.4721,-112.2408,NA,CA,0,0,
T0L,CANADA,Kananaskis Country,Claresholm,,AB,,,,50.6314,-114.4089,NA,CA,0,0,
T0M,CANADA,Central Foothills,Sundre,,AB,,,,51.9552,-114.8691,NA,CA,0,0,
T0P,CANADA,Northeastern Alberta,Fort Chipewyan,,AB,,,,58.1176,-111.5094,NA,CA,0,0,
T0V,CANADA,Remote Northeast,Fitzgerald,,AB,,,,59.9049,-111.6717,NA,CA,0,0,
T1A,CANADA,Medicine Hat Central,,,AB,,,,50.0816,-110.5788,NA,CA,0,0,
T1B,CANADA,Medicine Hat South,,,AB,,,,49.835,-110.5203,NA,CA,0,0,
T1C,CANADA,Medicine Hat North,,,AB,,,,50.0774,-110.6911,NA,CA,0,0,
T1G,CANADA,Taber,,,AB,,,,49.787,-112.146,NA,CA,0,0,
T1H,CANADA,Lethbridge North,,,AB,,,,49.7,-112.8186,NA,CA,0,0,
T1J,CANADA,Lethbridge West and Central,,,AB,,,,49.6581,-112.7484,NA,CA,0,0,
T1K,CANADA,Lethbridge Southeast,,,AB,,,,49.6511,-112.8351,NA,CA,0,0,
T1L,CANADA,Banff,,,AB,,,,51.1762,-115.5698,NA,CA,0,0,
T1M,CANADA,Coaldale,,,AB,,,,49.7167,-112.6185,NA,CA,0,0,
T1P,CANADA,Strathmore,,,AB,,,,51.0501,-113.3852,NA,CA,0,0,
T1R,CANADA,Brooks,,,AB,,,,50.5834,-111.8851,NA,CA,0,0,
T1S,CANADA,Okotoks,,,AB,,,,50.7362,-113.9695,NA,CA,0,0,
T1V,CANADA,High River,,,AB,,,,50.5834,-113.8687,NA,CA,0,0,
T1W,CANADA,Canmore,,,AB,,,,51.0876,-115.3461,NA,CA,0,0,
T1X,CANADA,Chestermere,,,AB,,,,51.0334,-113.8187,NA,CA,0,0,
T1Y,CANADA,Calgary,"Rundle, Whitehorn, Monterey Park",,AB,,,,51.0823,-113.9578,NA,CA,0,0,
T1Z,CANADA,Rocky View,,,AB,,,,51.1834,-113.9353,NA,CA,0,0,
T2A,CANADA,Calgary,"Penbrooke Meadows, Marlborough",,AB,,,,51.0494,-113.9564,NA,CA,0,0,
T2B,CANADA,Calgary,"Forest Lawn, Dover, Erin Woods",,AB,,,,51.0209,-113.981,NA,CA,0,0,
T2C,CANADA,Calgary,"Lynnwood Ridge, Ogden, Foothills Industrial, Great Plains",,AB,,,,50.987,-113.9634,NA,CA,0,0,
T2E,CANADA,Calgary,Bridgeland,,AB,,,,51.0876,-114.0214,NA,CA,0,0,
T2G,CANADA,Calgary,"Inglewood, Burnsland, Chinatown, East Victoria Park, Saddledome",,AB,,,,51.0272,-114.0349,NA,CA,0,0,
T2H,CANADA,Calgary,"Highfield, Burns Industrial",,AB,,,,50.9894,-114.052,NA,CA,0,0,
T2J,CANADA,Calgary,"Queensland Downs, Lake Bonavista, Willow Park, Acadia",,AB,,,,50.8476,-114.1958,NA,CA,0,0,
T2K,CANADA,Calgary,"Thornecliffe, Tuxedo",,AB,,,,51.1111,-114.0477,NA,CA,0,0,
T2L,CANADA,Calgary,"Brentwood, Collingwood, Nose Hill",,AB,,,,51.1047,-114.1148,NA,CA,0,0,
T2M,CANADA,Calgary,"Mount Pleasant, Capitol Hill, Banff Trail",,AB,,,,51.133,-113.856,NA,CA,0,0,
T2N,CANADA,Calgary,"Kensington, Westmont, Parkdale, University",,AB,,,,51.0621,-114.1159,NA,CA,0,0,
T2P,CANADA,Calgary,"City Centre, Calgary Tower",,AB,,,,51.0708,-113.6931,NA,CA,0,0,
T2R,CANADA,Calgary,"Connaught, West Victoria Park",,AB,,,,51.0412,-114.0762,NA,CA,0,0,
T2S,CANADA,Calgary,"Elbow Park, Britannia, Parkhill, Mission",,AB,,,,51.0233,-114.071,NA,CA,0,0,
T2T,CANADA,Calgary South,"Altadore, Bankview, Richmond",,AB,,,,51.0242,-114.1004,NA,CA,0,0,
T2V,CANADA,Calgary,"Oak Ridge, Haysboro, Kingsland, Windsor Park",,AB,,,,50.9819,-114.1004,NA,CA,0,0,
T2W,CANADA,Calgary,"Braeside, Woodbine",,AB,,,,50.9514,-114.3591,NA,CA,0,0,
T2X,CANADA,Calgary,"Midnapore, Sundance",,AB,,,,50.8837,-114.0326,NA,CA,0,0,
T2Y,CANADA,Calgary,"Millrise, Somerset, Bridlewood, Evergreen",,AB,,,,50.9093,-114.1028,NA,CA,0,0,
T2Z,CANADA,Calgary,"Douglas Glen, McKenzie Lake, Copperfield, East Shepard",,AB,,,,50.9278,-113.9682,NA,CA,0,0,
T3A,CANADA,Calgary,"Dalhousie, Edgemont, Hamptons, Hidden Valley",,AB,,,,51.1264,-114.1419,NA,CA,0,0,
T3B,CANADA,Calgary,"Montgomery, Bowness, Silver Springs, Greenwood",,AB,,,,51.0915,-114.2073,NA,CA,0,0,
T3C,CANADA,Calgary,"Rosscarrock, Wildwood, Shaganappi, Sunalta",,AB,,,,51.0497,-114.1394,NA,CA,0,0,
T3E,CANADA,Calgary,"Lakeview, Glendale, Killarney, Glamorgan",,AB,,,,50.9899,-114.1574,NA,CA,0,0,
T3G,CANADA,Calgary,"Hawkwood, Arbour Lake, Royal Oak, Rocky Ridge",,AB,,,,51.1387,-114.2015,NA,CA,0,0,
T3H,CANADA,Calgary,"Discovery Ridge, Signal Hill, Aspen Woods, Patterson, Cougar Ridge",,AB,,,,51.0419,-114.2,NA,CA,0,0,
T3J,CANADA,Calgary,"Martindale, Taradale, Falconridge, Saddle Ridge",,AB,,,,51.1188,-113.9471,NA,CA,0,0,
T3K,CANADA,Calgary,"Sandstone, Harvest Hills, Coventry Hills, Panorama Hills, Beddington",,AB,,,,51.1563,-114.0572,NA,CA,0,0,
T3L,CANADA,Calgary,"Tuscany, Scenic Acres",,AB,,,,51.1467,-114.3133,NA,CA,0,0,
T3M,CANADA,Calgary,Cranston,,AB,,,,50.8796,-113.9555,NA,CA,0,0,
T3N,CANADA,Calgary Northeast,,,AB,,,,51.1626,-113.9537,NA,CA,0,0,
T3P,CANADA,Calgary,Symons Valley,,AB,,,,51.2074,-114.1348,NA,CA,0,0,
T3R,CANADA,Calgary Northwest,,,AB,,,,51.2021,-114.2453,NA,CA,0,0,
T3S,CANADA,Calgary,,,AB,,,,50.9153,-113.8932,NA,CA,0,0,
T3Z,CANADA,Redwood Meadows,,,AB,,,,51.0691,-114.4727,NA,CA,0,0,
T4A,CANADA,Airdrie East,,,AB,,,,51.2799,-113.988,NA,CA,0,0,
T4B,CANADA,Airdrie West,,,AB,,,,51.3082,-114.0398,NA,CA,0,0,
T4C,CANADA,Cochrane,,,AB,,,,51.1834,-114.4687,NA,CA,0,0,
T4E,CANADA,Red Deer County,,,AB,,,,52.212,-113.7239,NA,CA,0,0,
T4G,CANADA,Innisfail,,,AB,,,,52.0269,-113.9507,NA,CA,0,0,
T4H,CANADA,Olds,,,AB,,,,51.7834,-114.102,NA,CA,0,0,
T4J,CANADA,Ponoka,,,AB,,,,52.6768,-113.5815,NA,CA,0,0,
T4L,CANADA,Lacombe,,,AB,,,,52.4668,-113.7353,NA,CA,0,0,
T4N,CANADA,Red Deer Central,,,AB,,,,52.2316,-113.8358,NA,CA,0,0,
T4P,CANADA,Red Deer North,,,AB,,,,52.2954,-113.8073,NA,CA,0,0,
T4R,CANADA,Red Deer South,,,AB,,,,52.2424,-113.7784,NA,CA,0,0,
T4S,CANADA,Sylvan Lake,,,AB,,,,52.3168,-114.0853,NA,CA,0,0,
T4T,CANADA,Rocky Mountain House,,,AB,,,,52.3668,-114.9188,NA,CA,0,0,
T4V,CANADA,Camrose,,,AB,,,,53.0168,-112.8353,NA,CA,0,0,
T4X,CANADA,Beaumont,,,AB,,,,53.3501,-113.4187,NA,CA,0,0,
T5A,CANADA,Edmonton,"West Clareview, East Londonderry",,AB,,,,53.5931,-113.4077,NA,CA,0,0,
T5B,CANADA,Edmonton,"East North Central, West Beverly",,AB,,,,53.7353,-113.3369,NA,CA,0,0,
T5C,CANADA,Edmonton,Central Londonderry,,AB,,,,53.5996,-113.4549,NA,CA,0,0,
T5E,CANADA,Edmonton,"West Londonderry, East Calder",,AB,,,,53.7358,-113.4524,NA,CA,0,0,
T5G,CANADA,Edmonton,"North Central, Queen Mary Park",,AB,,,,53.5705,-113.5051,NA,CA,0,0,
T5H,CANADA,Edmonton,North and East Downtown Fringe,,AB,,,,53.5514,-113.4916,NA,CA,0,0,
T5J,CANADA,Edmonton,North Downtown,,AB,,,,53.5428,-113.4974,NA,CA,0,0,
T5K,CANADA,Edmonton,"South Downtown, South Downtown Fringe",,AB,,,,53.5366,-113.5103,NA,CA,0,0,
T5L,CANADA,Edmonton,"North Westmount, West Calder, East Mistatim",,AB,,,,53.585,-113.5526,NA,CA,0,0,
T5M,CANADA,Edmonton,"South Westmount, Groat Estate, East Northwest Industrial",,AB,,,,53.563,-113.5662,NA,CA,0,0,
T5N,CANADA,Edmonton,"Glenora, SW Downtown Fringe",,AB,,,,53.5436,-113.5574,NA,CA,0,0,
T5P,CANADA,Edmonton,North Jasper Place,,AB,,,,53.5463,-113.5957,NA,CA,0,0,
T5R,CANADA,Edmonton,"Central Jasper Place, Buena Vista",,AB,,,,53.5181,-113.5797,NA,CA,0,0,
T5S,CANADA,Edmonton,"West Northwest Industrial, Winterburn",,AB,,,,53.5634,-113.6697,NA,CA,0,0,
T5T,CANADA,Edmonton West,"West Jasper Place, West Edmonton Mall",,AB,,,,53.5185,-113.6579,NA,CA,0,0,
T5V,CANADA,Edmonton,Central Mistatim,,AB,,,,53.5848,-113.6224,NA,CA,0,0,
T5W,CANADA,Edmonton,Central Beverly,,AB,,,,53.5645,-113.4022,NA,CA,0,0,
T5X,CANADA,Edmonton,East Castledowns,,AB,,,,53.6313,-113.5245,NA,CA,0,0,
T5Y,CANADA,Edmonton,"Landbank, Oliver, East Lake District",,AB,,,,53.6585,-113.3614,NA,CA,0,0,
T5Z,CANADA,Edmonton,West Lake District,,AB,,,,53.6365,-113.4673,NA,CA,0,0,
T6A,CANADA,Edmonton,North Capilano,,AB,,,,53.5482,-113.4318,NA,CA,0,0,
T6B,CANADA,Edmonton,"SE Capilano, West Southeast Industrial, East Bonnie Doon",,AB,,,,53.5128,-113.4194,NA,CA,0,0,
T6C,CANADA,Edmonton,Central Bonnie Doon,,AB,,,,53.522,-113.459,NA,CA,0,0,
T6E,CANADA,Edmonton,"South Bonnie Doon, East University",,AB,,,,53.4914,-113.4802,NA,CA,0,0,
T6G,CANADA,Edmonton,"West University, Strathcona Place",,AB,,,,53.521,-113.5324,NA,CA,0,0,
T6H,CANADA,Edmonton,"Southgate, North Riverbend",,AB,,,,53.3753,-113.4585,NA,CA,0,0,
T6J,CANADA,Edmonton,Kaskitayo,,AB,,,,53.4564,-113.521,NA,CA,0,0,
T6K,CANADA,Edmonton,West Mill Woods,,AB,,,,53.4609,-113.4519,NA,CA,0,0,
T6L,CANADA,Edmonton,East Mill Woods,,AB,,,,53.4593,-113.4145,NA,CA,0,0,
T6M,CANADA,Edmonton Southwest,,,AB,,,,53.4593,-113.6546,NA,CA,0,0,
T6N,CANADA,Edmonton,South Industrial,,AB,,,,53.465,-113.4776,NA,CA,0,0,
T6P,CANADA,Edmonton,"East Southeast Industrial, South Clover Bar",,AB,,,,53.5078,-113.3723,NA,CA,0,0,
T6R,CANADA,Edmonton,Riverbend,,AB,,,,53.4567,-113.5801,NA,CA,0,0,
T6S,CANADA,Edmonton,North Clover Bar,,AB,,,,53.5806,-113.3374,NA,CA,0,0,
T6T,CANADA,Edmonton,Meadows,,AB,,,,53.4617,-113.371,NA,CA,0,0,
T6V,CANADA,Edmonton,West Castledowns,,AB,,,,53.6112,-113.5746,NA,CA,0,0,
T6W,CANADA,Edmonton,Heritage Valley,,AB,,,,53.4179,-113.5785,NA,CA,0,0,
T6X,CANADA,Edmonton,Ellerslie,,AB,,,,53.4154,-113.4178,NA,CA,0,0,
T7A,CANADA,Drayton Valley,,,AB,,,,53.2168,-114.9854,NA,CA,0,0,
T7E,CANADA,Edson,,,AB,,,,53.5834,-116.4356,NA,CA,0,0,
T7N,CANADA,Barrhead,,,AB,,,,54.1334,-114.4021,NA,CA,0,0,
T7P,CANADA,Westlock,,,AB,,,,54.1502,-113.8688,NA,CA,0,0,
T7S,CANADA,Whitecourt,,,AB,,,,54.1501,-115.6855,NA,CA,0,0,
T7V,CANADA,Hinton,,,AB,,,,53.4001,-117.5857,NA,CA,0,0,
T7X,CANADA,Spruce Grove North,,,AB,,,,53.5334,-113.9187,NA,CA,0,0,
T7Y,CANADA,Spruce Grove South,,,AB,,,,53.4184,-113.8097,NA,CA,0,0,
T7Z,CANADA,Stony Plain,,,AB,,,,53.5334,-114.0021,NA,CA,0,0,
T8A,CANADA,Sherwood Park West,,,AB,,,,53.528,-113.2512,NA,CA,0,0,
T8B,CANADA,Sherwood Park Outer Southwest,,,AB,,,,53.4397,-113.2952,NA,CA,0,0,
T8C,CANADA,Sherwood Park Inner Southwest,,,AB,,,,53.4391,-113.1903,NA,CA,0,0,
T8E,CANADA,Sherwood Park Central,,,AB,,,,53.5225,-113.1022,NA,CA,0,0,
T8G,CANADA,Sherwood Park East,,,AB,,,,53.5052,-112.9529,NA,CA,0,0,
T8H,CANADA,Sherwood Park Northwest,,,AB,,,,53.556,-113.2952,NA,CA,0,0,
T8L,CANADA,Fort Saskatchewan,,,AB,,,,53.7168,-113.2187,NA,CA,0,0,
T8N,CANADA,St. Albert,,,AB,,,,53.6334,-113.6353,NA,CA,0,0,
T8R,CANADA,Morinville,,,AB,,,,53.8001,-113.652,NA,CA,0,0,
T8S,CANADA,Peace River,,,AB,,,,56.2501,-117.286,NA,CA,0,0,
T8T,CANADA,St. Albert,,,AB,,,,53.6867,-113.7102,NA,CA,0,0,
T8V,CANADA,Grande Prairie Central,,,AB,,,,55.173,-118.7582,NA,CA,0,0,
T8W,CANADA,Grande Prairie South,,,AB,,,,55.1359,-118.8036,NA,CA,0,0,
T8X,CANADA,Grande Prairie East,,,AB,,,,55.1834,-118.7457,NA,CA,0,0,
T9A,CANADA,Wetaskiwin,,,AB,,,,52.9668,-113.3687,NA,CA,0,0,
T9C,CANADA,Vegreville,,,AB,,,,53.5001,-112.0518,NA,CA,0,0,
T9E,CANADA,Leduc,,,AB,,,,53.2668,-113.552,NA,CA,0,0,
T9G,CANADA,Devon,,,AB,,,,53.3668,-113.7353,NA,CA,0,0,
T9H,CANADA,Fort McMurray Outer Central,,,AB,,,,56.664,-111.1357,NA,CA,0,0,
T9J,CANADA,Fort McMurray Inner Central,,,AB,,,,56.707,-111.3771,NA,CA,0,0,
T9K,CANADA,Fort McMurray Northwest,,,AB,,,,56.7538,-111.435,NA,CA,0,0,
T9M,CANADA,Cold Lake,,,AB,,,,54.4502,-110.2017,NA,CA,0,0,
T9N,CANADA,Bonnyville,,,AB,,,,54.2668,-110.7351,NA,CA,0,0,
T9S,CANADA,Athabasca,,,AB,,,,54.7169,-113.2854,NA,CA,0,0,
T9V,CANADA,Lloydminster,,,AB,,,,53.2717,-110.0853,NA,CA,0,0,
T9W,CANADA,Wainwright,,,AB,,,,52.839,-110.8572,NA,CA,0,0,
T9X,CANADA,Vermilion,,,AB,,,,53.3669,-110.8517,NA,CA,0,0,
V0A,CANADA,Upper Columbia Region,Golden,,BC,,,,51.2994,-116.939,NA,CA,0,0,
V0B,CANADA,East Kootenays,Fernie,,BC,,,,49.6775,-115.5636,NA,CA,0,0,
V0C,CANADA,Northern British Columbia,Fort Nelson,,BC,,,,58.3874,-125.7167,NA,CA,0,0,
V0E,CANADA,Central Okanagan and High Country,Revelstoke,,BC,,,,51.505,-119.2034,NA,CA,0,0,
V0G,CANADA,West Kootenays,Rossland,,BC,,,,50.053,-117.4291,NA,CA,0,0,
V0H,CANADA,South Okanagan,Summerland,,BC,,,,49.4089,-119.0054,NA,CA,0,0,
V0J,CANADA,Omineca and Yellowhead,Smithers,,BC,,,,55.9964,-126.8574,NA,CA,0,0,
V0K,CANADA,Cariboo and West Okanagan,100 Mile House,,BC,,,,51.4367,-121.6384,NA,CA,0,0,
V0L,CANADA,Chilcotin,Alexis Creek,,BC,,,,52.0993,-123.6526,NA,CA,0,0,
V0M,CANADA,Harrison Lake Region,Agassiz,,BC,,,,49.6346,-122.038,NA,CA,0,0,
V0N,CANADA,"North Island, Sunshine Coast, and Southern Gulf Islands,Whistler""""",,,BC,,,,50.5838,-125.1793,NA,CA,0,0,
V0P,CANADA,North Central Island and Bute Inlet Region,Gold River,,BC,,,,50.3885,-125.6093,NA,CA,0,0,
V0R,CANADA,Central Island,Chemainus,,BC,,,,49.027,-124.8461,NA,CA,0,0,
V0S,CANADA,Juan de Fuca Shore,Sooke,,BC,,,,48.557,-124.1515,NA,CA,0,0,
V0T,CANADA,Inside Passage and the Queen Charlottes,Queen Charlotte City,,BC,,,,52.5629,-128.5226,NA,CA,0,0,
V0V,CANADA,Lower Skeena,Port Edward,,BC,,,,53.9725,-129.8986,NA,CA,0,0,
V0W,CANADA,Atlin Region,Atlin,,BC,,,,59.6378,-133.5433,NA,CA,0,0,
V0X,CANADA,Similkameen,Hope,,BC,,,,49.3688,-120.6569,NA,CA,0,0,
V1A,CANADA,Kimberley,,,BC,,,,49.6832,-115.9855,NA,CA,0,0,
V1B,CANADA,Vernon East,,,BC,,,,50.084,-118.938,NA,CA,0,0,
V1C,CANADA,Cranbrook,,,BC,,,,49.4999,-115.7688,NA,CA,0,0,
V1E,CANADA,Salmon Arm,,,BC,,,,50.6998,-119.2691,NA,CA,0,0,
V1G,CANADA,Dawson Creek,,,BC,,,,55.7666,-120.2362,NA,CA,0,0,
V1H,CANADA,Vernon West,,,BC,,,,50.2868,-119.4975,NA,CA,0,0,
V1J,CANADA,Fort St. John,,,BC,,,,56.2499,-120.8529,NA,CA,0,0,
V1K,CANADA,Merritt,,,BC,,,,50.1122,-120.7942,NA,CA,0,0,
V1L,CANADA,Nelson,,,BC,,,,49.4999,-117.2855,NA,CA,0,0,
V1M,CANADA,Langley Township North,,,BC,,,,49.1661,-122.5792,NA,CA,0,0,
V1N,CANADA,Castlegar,,,BC,,,,49.2998,-117.6689,NA,CA,0,0,
V1P,CANADA,Kelowna East,,,BC,,,,49.8959,-119.1724,NA,CA,0,0,
V1R,CANADA,Trail,,,BC,,,,49.0998,-117.7022,NA,CA,0,0,
V1S,CANADA,Kamloops Southwest,,,BC,,,,50.5583,-120.5477,NA,CA,0,0,
V1T,CANADA,Vernon Central,,,BC,,,,50.2604,-119.2774,NA,CA,0,0,
V1V,CANADA,Kelowna North,,,BC,,,,49.9497,-119.4339,NA,CA,0,0,
V1W,CANADA,Kelowna Southwest,,,BC,,,,49.812,-119.5076,NA,CA,0,0,
V1X,CANADA,Kelowna East Central,,,BC,,,,50.0528,-119.2858,NA,CA,0,0,
V1Y,CANADA,Kelowna Central,,,BC,,,,49.8928,-119.4852,NA,CA,0,0,
V1Z,CANADA,Kelowna West,,,BC,,,,49.8625,-119.5833,NA,CA,0,0,
V2A,CANADA,Penticton,,,BC,,,,49.4806,-119.5858,NA,CA,0,0,
V2B,CANADA,Kamloops Northwest,,,BC,,,,50.8349,-120.5071,NA,CA,0,0,
V2C,CANADA,Kamloops Central and Southeast,,,BC,,,,50.5437,-120.0937,NA,CA,0,0,
V2E,CANADA,Kamloops South and West,,,BC,,,,50.6619,-120.3212,NA,CA,0,0,
V2G,CANADA,Williams Lake,,,BC,,,,52.1415,-122.1445,NA,CA,0,0,
V2H,CANADA,Kamloops North,,,BC,,,,50.7262,-120.1659,NA,CA,0,0,
V2J,CANADA,Quesnel,,,BC,,,,52.9784,-122.4931,NA,CA,0,0,
V2K,CANADA,Prince George North,,,BC,,,,54.0508,-122.9221,NA,CA,0,0,
V2L,CANADA,Prince George East Central,,,BC,,,,53.9078,-122.7473,NA,CA,0,0,
V2M,CANADA,Prince George West Central,,,BC,,,,53.9127,-122.8708,NA,CA,0,0,
V2N,CANADA,Prince George South,,,BC,,,,53.6408,-122.954,NA,CA,0,0,
V2P,CANADA,Chilliwack Central,,,BC,,,,49.1838,-121.9046,NA,CA,0,0,
V2R,CANADA,Chilliwack West,,,BC,,,,49.076,-121.9883,NA,CA,0,0,
V2S,CANADA,Abbotsford Southeast,,,BC,,,,49.0423,-122.2835,NA,CA,0,0,
V2T,CANADA,Abbotsford Southwest,,,BC,,,,49.0384,-122.3485,NA,CA,0,0,
V2V,CANADA,Mission East,,,BC,,,,49.6463,-122.5047,NA,CA,0,0,
V2W,CANADA,Maple Ridge East,,,BC,,,,49.2068,-122.4851,NA,CA,0,0,
V2X,CANADA,Maple Ridge West,,,BC,,,,49.2196,-122.6164,NA,CA,0,0,
V2Y,CANADA,Langley Township Northwest,,,BC,,,,49.1285,-122.6236,NA,CA,0,0,
V2Z,CANADA,Langley Township Southwest,,,BC,,,,49.0483,-122.5997,NA,CA,0,0,
V3A,CANADA,Langley City,,,BC,,,,49.0997,-122.6526,NA,CA,0,0,
V3B,CANADA,Port Coquitlam Central,,,BC,,,,49.274,-122.7649,NA,CA,0,0,
V3C,CANADA,Port Coquitlam South,,,BC,,,,49.2436,-122.7865,NA,CA,0,0,
V3E,CANADA,Port Coquitlam North,,,BC,,,,49.3167,-122.7384,NA,CA,0,0,
V3G,CANADA,Abbotsford East,,,BC,,,,49.0754,-122.178,NA,CA,0,0,
V3H,CANADA,Port Moody,,,BC,,,,49.3231,-122.8626,NA,CA,0,0,
V3J,CANADA,Coquitlam North,,,BC,,,,49.265,-122.8716,NA,CA,0,0,
V3K,CANADA,Coquitlam South,,,BC,,,,49.2366,-122.8521,NA,CA,0,0,
V3L,CANADA,New Westminster Northeast,,,BC,,,,49.2201,-122.8998,NA,CA,0,0,
V3M,CANADA,New Westminster Southwest,Annacis Island,,BC,,,,49.1886,-122.9384,NA,CA,0,0,
V3N,CANADA,Burnaby,"East Big Bend, Stride Avenue, Edmonds, Cariboo-Armstrong",,BC,,,,49.2275,-122.9301,NA,CA,0,0,
V3R,CANADA,Surrey North,,,BC,,,,49.1948,-122.8131,NA,CA,0,0,
V3S,CANADA,Surrey East,,,BC,,,,49.0791,-122.7553,NA,CA,0,0,
V3T,CANADA,Surrey Inner Northwest,,,BC,,,,49.1894,-122.8454,NA,CA,0,0,
V3V,CANADA,Surrey Outer Northwest,,,BC,,,,49.1889,-122.873,NA,CA,0,0,
V3W,CANADA,Surrey Upper West,,,BC,,,,49.141,-122.8569,NA,CA,0,0,
V3X,CANADA,Surrey Lower West,,,BC,,,,49.1067,-122.8576,NA,CA,0,0,
V3Y,CANADA,Pitt Meadows,,,BC,,,,49.2212,-122.6896,NA,CA,0,0,
V4A,CANADA,Surrey Southwest,,,BC,,,,49.0374,-122.8299,NA,CA,0,0,
V4B,CANADA,White Rock,,,BC,,,,49.0259,-122.8058,NA,CA,0,0,
V4C,CANADA,Delta Northeast,,,BC,,,,49.1551,-122.9124,NA,CA,0,0,
V4E,CANADA,Delta East,,,BC,,,,49.1197,-122.9056,NA,CA,0,0,
V4G,CANADA,Delta East Central,,,BC,,,,49.1448,-122.995,NA,CA,0,0,
V4K,CANADA,Delta Central,,,BC,,,,49.0986,-123.0318,NA,CA,0,0,
V4L,CANADA,Delta Southeast,,,BC,,,,49.0449,-123.0456,NA,CA,0,0,
V4M,CANADA,Delta Southwest,,,BC,,,,49.0331,-123.0877,NA,CA,0,0,
V4N,CANADA,Surrey Northeast,,,BC,,,,49.1707,-122.7326,NA,CA,0,0,
V4P,CANADA,Surrey South,,,BC,,,,49.0561,-122.8302,NA,CA,0,0,
V4R,CANADA,Maple Ridge Northwest,,,BC,,,,49.2903,-122.5169,NA,CA,0,0,
V4S,CANADA,Mission West,,,BC,,,,49.2528,-122.3574,NA,CA,0,0,
V4T,CANADA,Westbank,,,BC,,,,49.866,-119.7387,NA,CA,0,0,
V4V,CANADA,Winfield,,,BC,,,,50.0221,-119.4054,NA,CA,0,0,
V4W,CANADA,Langley Township East,,,BC,,,,49.0713,-122.4977,NA,CA,0,0,
V4X,CANADA,Abbotsford West,,,BC,,,,49.0861,-122.4026,NA,CA,0,0,
V4Z,CANADA,Chilliwack East,,,BC,,,,49.0787,-121.6098,NA,CA,0,0,
V5A,CANADA,Burnaby,"Government Road, Lake City, SFU, Burnaby Mountain",,BC,,,,49.264,-122.9369,NA,CA,0,0,
V5B,CANADA,Burnaby,"Parkcrest-Aubrey, Ardingley-Sprott",,BC,,,,49.2769,-122.9761,NA,CA,0,0,
V5C,CANADA,Burnaby,"Burnaby Heights, Willingdon Heights, West Central Valley",,BC,,,,49.274,-123.0074,NA,CA,0,0,
V5E,CANADA,Burnaby,"Lakeview-Mayfield, Richmond Park, Kingsway-Beresford",,BC,,,,49.2272,-122.9574,NA,CA,0,0,
V5G,CANADA,Burnaby,"Cascade-Schou, Douglas-Gilpin",,BC,,,,49.2478,-122.9938,NA,CA,0,0,
V5H,CANADA,Burnaby,"Maywood, Marlborough, Oakalla, Windsor",,BC,,,,49.2302,-122.9952,NA,CA,0,0,
V5J,CANADA,Burnaby,"Suncrest, Sussex-Nelson, Clinton-Glenwood, West Big Bend",,BC,,,,49.2038,-122.9921,NA,CA,0,0,
V5K,CANADA,Vancouver,North Hastings- Sunrise,,BC,,,,49.2807,-123.0397,NA,CA,0,0,
V5L,CANADA,Vancouver,North Grandview- Woodlands,,BC,,,,49.2795,-123.0667,NA,CA,0,0,
V5M,CANADA,Vancouver,"South Hastings-Sunrise, North Renfrew- Collingwood",,BC,,,,49.26,-123.0398,NA,CA,0,0,
V5N,CANADA,Vancouver,"South Grandview- Woodlands, NE Kensington",,BC,,,,49.2551,-123.0667,NA,CA,0,0,
V5P,CANADA,Vancouver,"SE Kensington, Victoria- Fraserview",,BC,,,,49.222,-123.0683,NA,CA,0,0,
V5R,CANADA,Vancouver,South Renfrew- Collingwood,,BC,,,,49.2397,-123.0407,NA,CA,0,0,
V5S,CANADA,Vancouver,Killarney,,BC,,,,49.2175,-123.038,NA,CA,0,0,
V5T,CANADA,Vancouver,East Mount Pleasant,,BC,,,,49.262,-123.0923,NA,CA,0,0,
V5V,CANADA,Vancouver,"West Kensington, NE Riley Park- Little Mountain",,BC,,,,49.248,-123.0913,NA,CA,0,0,
V5W,CANADA,Vancouver,"SE Riley Park- Little Mountain, SW Kensington, NE Oakridge, North Sunset",,BC,,,,49.2327,-123.0917,NA,CA,0,0,
V5X,CANADA,Vancouver,"SE Oakridge, East Marpole, South Sunset",,BC,,,,49.2156,-123.0979,NA,CA,0,0,
V5Y,CANADA,Vancouver,"West Mount Pleasant, West Riley Park- Little Mountain",,BC,,,,49.2492,-123.1104,NA,CA,0,0,
V5Z,CANADA,Vancouver,"East Fairview, South Cambie",,BC,,,,49.2475,-123.121,NA,CA,0,0,
