zip,type,primary city,acceptable cities,unacceptable cities,state,county,timezone,area codes,latitude,longitude,region,country,decomissioned,estimated population,notes
A2V,CANADA,Labrador City,,,NL,,,,52.9517,-66.9328,NA,CA,0,0,
A5A,CANADA,Clarenville,,,NL,,,,48.1666,-53.9648,NA,CA,0,0,
A8A,CANADA,Deer Lake,,,NL,,,,49.1667,-57.4316,NA,CA,0,0,
B0C,CANADA,North Victoria County,Dingwall,,NS,,,,46.6482,-60.5396,NA,CA,0,0,
B0E,CANADA,West Cape Breton Island,Baddeck,,NS,,,,46.1133,-61.0251,NA,CA,0,0,
B0H,CANADA,Canso region,Havre Boucher,,NS,,,,45.3335,-61.8333,NA,CA,0,0,
B0J,CANADA,Mainland east shore,Lunenburg,,NS,,,,44.7817,-63.3498,NA,CA,0,0,
B0K,CANADA,Southern Northumberland Strait,Pictou,,NS,,,,45.6138,-62.9506,NA,CA,0,0,
B0L,CANADA,Isthmus of Chignecto,River Hébert,,NS,,,,45.6908,-64.3641,NA,CA,0,0,
B0M,CANADA,Cobequid Bay north shore,Springhill,,NS,,,,45.5354,-64.0393,NA,CA,0,0,
B0N,CANADA,Hants County,Shubenacadie,,NS,,,,45.0963,-63.4701,NA,CA,0,0,
B0P,CANADA,Kings County,Kingston,,NS,,,,45.0328,-64.6566,NA,CA,0,0,
B0R,CANADA,West Lunenburg County,New Germany,,NS,,,,44.6003,-64.7443,NA,CA,0,0,
B0S,CANADA,West Annapolis County,Middleton,,NS,,,,44.6861,-65.3002,NA,CA,0,0,
B0T,CANADA,Queens County,Shelburne,,NS,,,,44.0802,-65.1175,NA,CA,0,0,
B0V,CANADA,Digby Neck,Digby,,NS,,,,44.5297,-65.95,NA,CA,0,0,
B0W,CANADA,Southwest Mainland,Weymouth,,NS,,,,44.0486,-65.7547,NA,CA,0,0,
B1A,CANADA,Glace Bay,,,NS,,,,46.197,-59.957,NA,CA,0,0,
B1B,CANADA,Port Morien,,,NS,,,,46.1174,-59.9144,NA,CA,0,0,
B1C,CANADA,Louisbourg,,,NS,,,,45.9485,-59.9737,NA,CA,0,0,
B1E,CANADA,Reserve Mines,,,NS,,,,46.1845,-60.0166,NA,CA,0,0,
B1G,CANADA,Dominion,,,NS,,,,46.2168,-60.0151,NA,CA,0,0,
B1H,CANADA,New Waterford,,,NS,,,,46.2501,-60.0817,NA,CA,0,0,
B1J,CANADA,East Bay,,,NS,,,,45.9834,-60.3652,NA,CA,0,0,
B1K,CANADA,Marion Bridge,,,NS,,,,45.9668,-60.2318,NA,CA,0,0,
B1L,CANADA,Sydney Southwest,,,NS,,,,46.0627,-60.2045,NA,CA,0,0,
B1M,CANADA,Sydney East,,,NS,,,,46.127,-60.0696,NA,CA,0,0,
B1N,CANADA,Sydney North,,,NS,,,,46.1975,-60.1559,NA,CA,0,0,
B1P,CANADA,Sydney North Central,,,NS,,,,46.1093,-60.2285,NA,CA,0,0,
B1R,CANADA,Sydney West,,,NS,,,,46.1249,-60.2595,NA,CA,0,0,
B1S,CANADA,Sydney Central,,,NS,,,,46.1109,-60.2092,NA,CA,0,0,
B1T,CANADA,Christmas Island,,,NS,,,,45.9668,-60.7152,NA,CA,0,0,
B1V,CANADA,North Sydney North,,,NS,,,,46.2437,-60.2313,NA,CA,0,0,
B1W,CANADA,Eskasoni,,,NS,,,,45.9328,-60.6438,NA,CA,0,0,
B1X,CANADA,Big Bras d'Or,,,NS,,,,46.224,-60.4991,NA,CA,0,0,
B1Y,CANADA,Alder Point,,,NS,,,,46.2343,-60.3577,NA,CA,0,0,
B2A,CANADA,North Sydney South Central,,,NS,,,,46.1169,-60.3769,NA,CA,0,0,
B2C,CANADA,Iona,,,NS,,,,45.9948,-60.8421,NA,CA,0,0,
B2E,CANADA,Loch Lomond,,,NS,,,,45.7501,-60.6152,NA,CA,0,0,
B2G,CANADA,Antigonish,,,NS,,,,45.6168,-61.9986,NA,CA,0,0,
B2H,CANADA,New Glasgow,,,NS,,,,45.5834,-62.6486,NA,CA,0,0,
B2J,CANADA,Fourchu,,,NS,,,,45.707,-60.4665,NA,CA,0,0,
B2N,CANADA,Truro,,,NS,,,,45.3668,-63.2654,NA,CA,0,0,
B2R,CANADA,Waverley,,,NS,,,,44.7599,-63.5525,NA,CA,0,0,
B2S,CANADA,Lantz,,,NS,,,,45.0209,-63.5344,NA,CA,0,0,
B2T,CANADA,Enfield,,,NS,,,,44.8749,-63.4689,NA,CA,0,0,
B2V,CANADA,Dartmouth Morris Lake,,,NS,,,,44.6529,-63.4777,NA,CA,0,0,
B2W,CANADA,Dartmouth East Central,,,NS,,,,44.6752,-63.5077,NA,CA,0,0,
B2X,CANADA,Dartmouth North Central,,,NS,,,,44.702,-63.533,NA,CA,0,0,
B2Y,CANADA,Dartmouth South Central,,,NS,,,,44.0749,-60.6062,NA,CA,0,0,
B2Z,CANADA,Dartmouth East,,,NS,,,,44.7227,-63.4223,NA,CA,0,0,
B3A,CANADA,Dartmouth Southwest,,,NS,,,,44.6819,-63.5768,NA,CA,0,0,
B3B,CANADA,Dartmouth Northwest,,,NS,,,,44.7091,-63.5869,NA,CA,0,0,
B3E,CANADA,Porters Lake,,,NS,,,,44.7722,-63.3361,NA,CA,0,0,
B3G,CANADA,Eastern Passage,,,NS,,,,44.6169,-63.482,NA,CA,0,0,
B3H,CANADA,Halifax Lower Harbour,,,NS,,,,44.6344,-63.5822,NA,CA,0,0,
B3J,CANADA,Halifax Mid-Harbour Nova Scotia Provincial Government,,,NS,,,,44.6451,-63.5762,NA,CA,0,0,
B3K,CANADA,Halifax Upper Harbour,,,NS,,,,44.662,-63.6017,NA,CA,0,0,
B3L,CANADA,Halifax Central,,,NS,,,,44.6508,-63.6146,NA,CA,0,0,
B3M,CANADA,Halifax Bedford Basin,,,NS,,,,44.6784,-63.6582,NA,CA,0,0,
B3N,CANADA,Halifax South Central,,,NS,,,,44.631,-63.6405,NA,CA,0,0,
B3P,CANADA,Halifax North West Arm,,,NS,,,,44.6139,-63.5946,NA,CA,0,0,
B3R,CANADA,Halifax South,,,NS,,,,44.5939,-63.6031,NA,CA,0,0,
B3S,CANADA,Halifax West,,,NS,,,,44.6533,-63.6675,NA,CA,0,0,
B3T,CANADA,Lakeside,,,NS,,,,44.5683,-63.7306,NA,CA,0,0,
B3V,CANADA,Harrietsfield,,,NS,,,,44.5199,-63.6064,NA,CA,0,0,
B3Z,CANADA,Tantallon,,,NS,,,,44.6386,-63.8687,NA,CA,0,0,
B4A,CANADA,Bedford Southeast,,,NS,,,,44.7232,-63.656,NA,CA,0,0,
B4B,CANADA,Bedford Northwest,,,NS,,,,44.7509,-63.7711,NA,CA,0,0,
B4C,CANADA,Lower Sackville South,,,NS,,,,44.7607,-63.637,NA,CA,0,0,
B4E,CANADA,Lower Sackville West,,,NS,,,,44.8163,-63.7387,NA,CA,0,0,
B4G,CANADA,Lower Sackville North,,,NS,,,,44.8814,-63.6798,NA,CA,0,0,
B4H,CANADA,Amherst,,,NS,,,,45.8335,-64.1987,NA,CA,0,0,
B4N,CANADA,Kentville,,,NS,,,,45.0834,-64.4988,NA,CA,0,0,
B4P,CANADA,Wolfville,,,NS,,,,45.0834,-64.3655,NA,CA,0,0,
B4R,CANADA,Coldbrook,,,NS,,,,45.0668,-64.5821,NA,CA,0,0,
B4V,CANADA,Bridgewater,,,NS,,,,44.3835,-64.5155,NA,CA,0,0,
B5A,CANADA,Yarmouth,,,NS,,,,43.8335,-66.1156,NA,CA,0,0,
B6L,CANADA,Truro,,,NS,,,,45.4093,-63.2114,NA,CA,0,0,
B9A,CANADA,Port Hawkesbury,,,NS,,,,45.6168,-61.3485,NA,CA,0,0,
X0E,CANADA,Central Northwest Territories,Inuvik,,NT,,,,66.8714,-120.225,NA,CA,0,0,
X0G,CANADA,Southwestern Northwest Territories,Fort Liard,,NT,,,,60.2563,-123.3826,NA,CA,0,0,
X1A,CANADA,Yellowknife,,,NT,,,,62.456,-114.3525,NA,CA,0,0,
X0A,CANADA,Outer Nunavut,Iqaluit,,NU,,,,74.0569,-80.8135,NA,CA,0,0,
X0B,CANADA,Central Nunavut,Cambridge Bay,,NU,,,,68.6959,-104.9228,NA,CA,0,0,
X0C,CANADA,Inner Nunavut,Rankin Inlet,,NU,,,,64.1647,-94.7724,NA,CA,0,0,
K0A,CANADA,National Capital Region,Almonte,,ON,,,,45.2813,-75.808,NA,CA,0,0,
K0B,CANADA,Prescott and Russell United Counties,Alfred,,ON,,,,45.5029,-74.7479,NA,CA,0,0,
K0C,CANADA,"Stormont, Dundas and Glengarry United Counties,Alexandria""""",,,ON,,,,45.1686,-74.8966,NA,CA,0,0,
K0E,CANADA,South Leeds and Grenville United Counties,Prescott,,ON,,,,44.7118,-75.7498,NA,CA,0,0,
K0G,CANADA,Rideau Lakes area,Kemptville,,ON,,,,44.8934,-76.1836,NA,CA,0,0,
K0H,CANADA,"Frontenac County, Addington County, Loyalist Shores and Southwest Leeds,Inverary""""",,,ON,,,,44.7208,-76.8334,NA,CA,0,0,
K0J,CANADA,Renfrew County and Lanark Highlands Township,Deep River,,ON,,,,45.6606,-77.5886,NA,CA,0,0,
K0K,CANADA,"Quinte Shores, East Northumberland County & Prince Edward County,Picton""""",,,ON,,,,44.3261,-77.4318,NA,CA,0,0,
K0L,CANADA,Peterborough County and North Hastings County,Lakefield,,ON,,,,44.7767,-77.9687,NA,CA,0,0,
K0M,CANADA,Kawartha lakes and Haliburton County,Bobcaygeon,,ON,,,,44.8645,-78.6553,NA,CA,0,0,
K1A,CANADA,Government of Canada Ottawa and Gatineau offices,,,ON,,,,45.4207,-75.7023,NA,CA,0,0,
K1B,CANADA,Gloucester,"Blackburn Hamlet, Pine View",,ON,,,,45.4284,-75.5875,NA,CA,0,0,
K1C,CANADA,Gloucester,West Orleans,,ON,,,,45.4451,-75.5483,NA,CA,0,0,
K1E,CANADA,Orleans,Queenswood,,ON,,,,45.4771,-75.5046,NA,CA,0,0,
K1G,CANADA,Ottawa,"Riverview, Hawthorne",,ON,,,,45.3548,-75.5773,NA,CA,0,0,
K1H,CANADA,Ottawa,Alta Vista,,ON,,,,45.3876,-75.6593,NA,CA,0,0,
K1J,CANADA,Gloucester,"Beacon Hill, Cyrville",,ON,,,,45.4519,-75.6036,NA,CA,0,0,
K1K,CANADA,Ottawa,Overbrook,,ON,,,,45.4448,-75.6431,NA,CA,0,0,
K1L,CANADA,Ottawa,Vanier,,ON,,,,45.44,-75.663,NA,CA,0,0,
K1M,CANADA,Ottawa,"Rockcliffe Park, New Edinburgh",,ON,,,,45.4491,-75.6818,NA,CA,0,0,
K1N,CANADA,Ottawa,"Lower Town, Sandy Hill, University of Ottawa",,ON,,,,45.4289,-75.6844,NA,CA,0,0,
K1P,CANADA,Ottawa,Parliament Hill,,ON,,,,45.4225,-75.7026,NA,CA,0,0,
K1R,CANADA,Ottawa,West Downtown area,,ON,,,,45.4123,-75.7108,NA,CA,0,0,
K1S,CANADA,Ottawa,"The Glebe, Ottawa South, Ottawa East",,ON,,,,45.399,-75.6871,NA,CA,0,0,
K1T,CANADA,Gloucester,"Blossom Park, Hunt Club East, Leitrim",,ON,,,,45.3295,-75.6156,NA,CA,0,0,
K1V,CANADA,Ottawa,"Riverside Park, Hunt Club West, Riverside South, YOW",,ON,,,,45.3281,-75.6719,NA,CA,0,0,
K1W,CANADA,Gloucester,South Orleans,,ON,,,,45.4365,-75.5158,NA,CA,0,0,
K1X,CANADA,Gloucester South,,,ON,,,,45.2756,-75.6283,NA,CA,0,0,
K1Y,CANADA,Ottawa West,,,ON,,,,45.4023,-75.7329,NA,CA,0,0,
K1Z,CANADA,Ottawa,Westboro,,ON,,,,45.3867,-75.7405,NA,CA,0,0,
K2A,CANADA,Ottawa,"Highland Park, Carlingwood",,ON,,,,45.3805,-75.7636,NA,CA,0,0,
K2B,CANADA,Ottawa,"Britannia, Pinecrest",,ON,,,,45.3645,-75.7934,NA,CA,0,0,
K2C,CANADA,Ottawa,"Queensway, Copeland, Carlington, Carleton Heights",,ON,,,,45.343,-75.7253,NA,CA,0,0,
K2E,CANADA,Nepean East,,,ON,,,,45.3438,-75.7157,NA,CA,0,0,
K2G,CANADA,Nepean,Davidson Heights,,ON,,,,45.3211,-75.7391,NA,CA,0,0,
K2H,CANADA,Nepean,Bells Corners,,ON,,,,45.3433,-75.8265,NA,CA,0,0,
K2J,CANADA,Nepean,Barrhaven,,ON,,,,45.2691,-75.7518,NA,CA,0,0,
K2K,CANADA,Kanata,"Beaverbrook, South March",,ON,,,,45.3704,-75.9198,NA,CA,0,0,
K2L,CANADA,Kanata,"Katimavik-Hazeldean, Glen Cairn",,ON,,,,45.3001,-75.9244,NA,CA,0,0,
K2M,CANADA,Kanata,Bridlewood,,ON,,,,45.2861,-75.8562,NA,CA,0,0,
K2P,CANADA,Ottawa,Centre Town,,ON,,,,45.4166,-75.6904,NA,CA,0,0,
K2R,CANADA,Nepean,"Fallowfield Village, Cedarhill Estates, Orchard Estates",,ON,,,,45.2899,-75.8126,NA,CA,0,0,
K2S,CANADA,Stittsville,,,ON,,,,45.2501,-75.9161,NA,CA,0,0,
K2T,CANADA,Kanata,Marchwood,,ON,,,,45.317,-75.9367,NA,CA,0,0,
K2V,CANADA,Kanata,"Terry Fox, Palladium",,ON,,,,45.2854,-75.8928,NA,CA,0,0,
K2W,CANADA,Kanata,North March,,ON,,,,45.3699,-75.9887,NA,CA,0,0,
K4A,CANADA,Orleans,Fallingbrook,,ON,,,,45.4697,-75.4715,NA,CA,0,0,
K4B,CANADA,Cumberland Township,,,ON,,,,45.4101,-75.3638,NA,CA,0,0,
K4C,CANADA,Cumberland,,,ON,,,,45.498,-75.3916,NA,CA,0,0,
K4K,CANADA,Rockland,,,ON,,,,45.5501,-75.291,NA,CA,0,0,
K4M,CANADA,Manotick,,,ON,,,,45.2154,-75.6528,NA,CA,0,0,
K4P,CANADA,Greely,,,ON,,,,45.2434,-75.5674,NA,CA,0,0,
K4R,CANADA,Russell,,,ON,,,,45.2388,-75.3527,NA,CA,0,0,
K6A,CANADA,Hawkesbury,,,ON,,,,45.6001,-74.616,NA,CA,0,0,
K6H,CANADA,Cornwall East,,,ON,,,,45.0565,-74.6852,NA,CA,0,0,
K6J,CANADA,Cornwall West,,,ON,,,,45.0223,-74.7569,NA,CA,0,0,
K6K,CANADA,Cornwall North,,,ON,,,,45.061,-74.7774,NA,CA,0,0,
K6T,CANADA,Elizabethtown,,,ON,,,,44.6301,-75.7448,NA,CA,0,0,
K6V,CANADA,Brockville,,,ON,,,,44.6573,-75.7146,NA,CA,0,0,
K7A,CANADA,Smiths Falls,,,ON,,,,44.9001,-76.0161,NA,CA,0,0,
K7C,CANADA,Carleton Place,,,ON,,,,45.1334,-76.1494,NA,CA,0,0,
K7G,CANADA,Gananoque,,,ON,,,,44.3334,-76.1661,NA,CA,0,0,
K7H,CANADA,Perth,,,ON,,,,44.9001,-76.2494,NA,CA,0,0,
K7K,CANADA,Kingston,SW Pittsburgh Township,,ON,,,,44.2569,-76.4717,NA,CA,0,0,
K7L,CANADA,Kingston,Downtown,,ON,,,,44.2955,-76.428,NA,CA,0,0,
K7M,CANADA,Kingston,"Reddendale, Cataraqui, Collins Bay",,ON,,,,44.2411,-76.5788,NA,CA,0,0,
K7N,CANADA,Amherstview,,,ON,,,,44.2224,-76.65,NA,CA,0,0,
K7P,CANADA,Kingston,"Westbrook, Cataraqui Woods, Cedarwood",,ON,,,,44.2814,-76.6111,NA,CA,0,0,
K7R,CANADA,Napanee,,,ON,,,,44.2501,-76.9494,NA,CA,0,0,
K7S,CANADA,Arnprior,,,ON,,,,45.4334,-76.3494,NA,CA,0,0,
K7V,CANADA,Renfrew,,,ON,,,,45.4668,-76.6827,NA,CA,0,0,
K8A,CANADA,Pembroke Central and northern subdivisions,,,ON,,,,45.7466,-77.2047,NA,CA,0,0,
K8B,CANADA,Pembroke,"Pleasant View, Fairview",,ON,,,,45.808,-77.0806,NA,CA,0,0,
K8H,CANADA,Petawawa,,,ON,,,,45.8945,-77.2801,NA,CA,0,0,
K8N,CANADA,Belleville East,,,ON,,,,44.1735,-77.3684,NA,CA,0,0,
K8P,CANADA,Belleville West,,,ON,,,,44.1665,-77.4037,NA,CA,0,0,
K8R,CANADA,Belleville,"SE Sidney Township, Avondale",,ON,,,,44.1399,-77.4683,NA,CA,0,0,
K8V,CANADA,Trenton,,,ON,,,,44.0992,-77.5776,NA,CA,0,0,
K9A,CANADA,Cobourg,,,ON,,,,43.9598,-78.1651,NA,CA,0,0,
K9H,CANADA,Peterborough North,,,ON,,,,44.3245,-78.3184,NA,CA,0,0,
K9J,CANADA,Peterborough South,,,ON,,,,44.3483,-78.3383,NA,CA,0,0,
K9K,CANADA,Peterborough,"Fairbairn Meadows, Jackson Heights",,ON,,,,44.2938,-78.366,NA,CA,0,0,
K9L,CANADA,Peterborough,"Terra View Heights, Woodland Acres, Donwood",,ON,,,,44.3365,-78.3092,NA,CA,0,0,
K9V,CANADA,Lindsay,,,ON,,,,44.3501,-78.7329,NA,CA,0,0,
L0A,CANADA,West Northumberland County,Millbrook,,ON,,,,44.1263,-78.5193,NA,CA,0,0,
L0B,CANADA,East Durham Regional Municipality,Orono,,ON,,,,44.0773,-78.7465,NA,CA,0,0,
L0C,CANADA,West Durham Regional Municipality,Sunderland,,ON,,,,44.2094,-79.0725,NA,CA,0,0,
L0E,CANADA,Lake Simcoe Southeast Shore,Sutton West,,ON,,,,44.3199,-79.2778,NA,CA,0,0,
L0G,CANADA,Ontario Centre,Queensville,,ON,,,,44.0586,-79.6235,NA,CA,0,0,
L0H,CANADA,Whitby Region,Gormley,,ON,,,,43.9288,-79.2233,NA,CA,0,0,
L0J,CANADA,North Peel Regional Municipality,Kleinburg,,ON,,,,43.8566,-79.6485,NA,CA,0,0,
L0K,CANADA,Lake Simcoe North Shore,Coldwater,,ON,,,,44.6962,-79.4173,NA,CA,0,0,
L0L,CANADA,Lake Simcoe West Shore,Oro,,ON,,,,44.4548,-79.7352,NA,CA,0,0,
L0M,CANADA,Georgian Bay South Shore,Angus,,ON,,,,44.3269,-80.0333,NA,CA,0,0,
L0N,CANADA,Dufferin County,Shelburne,,ON,,,,44.0317,-80.2068,NA,CA,0,0,
L0P,CANADA,Halton Regional Municipality,Campbellville,,ON,,,,43.5334,-79.9663,NA,CA,0,0,
L0R,CANADA,East Haldimand County,Waterdown,,ON,,,,43.1607,-79.7463,NA,CA,0,0,
L0S,CANADA,Niagara Regional Municipality,Fonthill,,ON,,,,43.0248,-79.2195,NA,CA,0,0,
L0V,CANADA,Westminster Abbey,,,ON,,,,45.4689,-75.0079,NA,CA,0,0,
L1A,CANADA,Port Hope,,,ON,,,,44.0168,-78.3995,NA,CA,0,0,
L1B,CANADA,Bowmanville East,,,ON,,,,43.9235,-78.5457,NA,CA,0,0,
L1C,CANADA,Bowmanville West,,,ON,,,,43.9714,-78.7095,NA,CA,0,0,
L1E,CANADA,Courtice,,,ON,,,,43.8969,-78.7683,NA,CA,0,0,
L1G,CANADA,Oshawa Central,,,ON,,,,43.9233,-78.8684,NA,CA,0,0,
L1H,CANADA,Oshawa Southeast,,,ON,,,,43.9721,-78.8837,NA,CA,0,0,
L1J,CANADA,Oshawa Southwest,,,ON,,,,43.8852,-78.8771,NA,CA,0,0,
L1K,CANADA,Oshawa East,,,ON,,,,43.9251,-78.8287,NA,CA,0,0,
L1L,CANADA,Oshawa North,,,ON,,,,43.9581,-78.8972,NA,CA,0,0,
L1M,CANADA,Whitby North,,,ON,,,,43.9566,-78.9779,NA,CA,0,0,
L1N,CANADA,Whitby Southeast,,,ON,,,,43.8721,-78.9273,NA,CA,0,0,
L1P,CANADA,Whitby Southwest,,,ON,,,,43.8866,-78.975,NA,CA,0,0,
L1R,CANADA,Whitby Central,,,ON,,,,43.9215,-78.9412,NA,CA,0,0,
L1S,CANADA,Ajax Southwest,,,ON,,,,43.8404,-79.0251,NA,CA,0,0,
L1T,CANADA,Ajax Northwest,,,ON,,,,43.8843,-79.0534,NA,CA,0,0,
L1V,CANADA,Pickering Southwest,,,ON,,,,43.8494,-79.12,NA,CA,0,0,
L1W,CANADA,Pickering South,,,ON,,,,43.8197,-79.0803,NA,CA,0,0,
L1X,CANADA,Pickering Central,,,ON,,,,43.8722,-79.0984,NA,CA,0,0,
L1Y,CANADA,Pickering North,,,ON,,,,43.9555,-79.1194,NA,CA,0,0,
L1Z,CANADA,Ajax East,,,ON,,,,43.8773,-79.0055,NA,CA,0,0,
L2A,CANADA,Fort Erie,,,ON,,,,42.9001,-78.9329,NA,CA,0,0,
L2E,CANADA,Niagara Falls Central,,,ON,,,,43.0537,-79.1018,NA,CA,0,0,
L2G,CANADA,Niagara Falls Southeast,,,ON,,,,43.0696,-79.0818,NA,CA,0,0,
L2H,CANADA,Niagara Falls West,,,ON,,,,43.1009,-79.1379,NA,CA,0,0,
L2J,CANADA,Niagara Falls North,,,ON,,,,43.1296,-79.1034,NA,CA,0,0,
L2M,CANADA,St. Catharines Northeast,,,ON,,,,43.196,-79.2161,NA,CA,0,0,
L2N,CANADA,St. Catharines Northwest,,,ON,,,,43.1923,-79.2559,NA,CA,0,0,
L2P,CANADA,St. Catharines East,,,ON,,,,43.1527,-79.2091,NA,CA,0,0,
L2R,CANADA,St. Catharines Central,,,ON,,,,43.1419,-79.2966,NA,CA,0,0,
L2S,CANADA,St. Catharines Southwest,,,ON,,,,43.1447,-79.2634,NA,CA,0,0,
L2T,CANADA,St. Catharines South,,,ON,,,,43.1313,-79.2317,NA,CA,0,0,
L2V,CANADA,St. Catharines Southeast,,,ON,,,,43.1142,-79.2035,NA,CA,0,0,
L2W,CANADA,St. Catharines West,,,ON,,,,43.1688,-79.2794,NA,CA,0,0,
L3B,CANADA,Welland East,,,ON,,,,42.9878,-79.2219,NA,CA,0,0,
L3C,CANADA,Welland West,,,ON,,,,42.9998,-79.2656,NA,CA,0,0,
L3K,CANADA,Port Colborne,,,ON,,,,42.9001,-79.2329,NA,CA,0,0,
L3M,CANADA,Grimsby,,,ON,,,,43.2001,-79.5663,NA,CA,0,0,
L3P,CANADA,Markham Central,,,ON,,,,43.9069,-79.2695,NA,CA,0,0,
L3R,CANADA,Markham Outer Southwest,,,ON,,,,43.8479,-79.3288,NA,CA,0,0,
L3S,CANADA,Markham Southeast,,,ON,,,,43.8486,-79.2617,NA,CA,0,0,
L3T,CANADA,Thornhill East,,,ON,,,,43.8227,-79.3946,NA,CA,0,0,
L3V,CANADA,Orillia,,,ON,,,,44.6087,-79.4207,NA,CA,0,0,
L3X,CANADA,Newmarket Southwest,,,ON,,,,44.0396,-79.4715,NA,CA,0,0,
L3Y,CANADA,Newmarket Northeast,,,ON,,,,44.0565,-79.4555,NA,CA,0,0,
L3Z,CANADA,Bradford,,,ON,,,,44.1168,-79.5663,NA,CA,0,0,
L4A,CANADA,Stouffville,,,ON,,,,43.9668,-79.2496,NA,CA,0,0,
L4B,CANADA,Richmond Hill Southeast,,,ON,,,,43.8582,-79.3985,NA,CA,0,0,
L4C,CANADA,Richmond Hill Southwest,,,ON,,,,43.8669,-79.4414,NA,CA,0,0,
L4E,CANADA,Richmond Hill North,,,ON,,,,43.9394,-79.4349,NA,CA,0,0,
L4G,CANADA,Aurora,,,ON,,,,44.0001,-79.4663,NA,CA,0,0,
L4H,CANADA,Woodbridge North,,,ON,,,,43.8478,-79.589,NA,CA,0,0,
L4J,CANADA,Thornhill West,,,ON,,,,43.8156,-79.4534,NA,CA,0,0,
L4K,CANADA,Concord,,,ON,,,,43.8001,-79.4829,NA,CA,0,0,
L4L,CANADA,Woodbridge South,,,ON,,,,43.8064,-79.5995,NA,CA,0,0,
L4M,CANADA,Barrie North,,,ON,,,,44.4001,-79.6663,NA,CA,0,0,
L4N,CANADA,Barrie South,,,ON,,,,44.3572,-79.6929,NA,CA,0,0,
L4P,CANADA,Keswick,,,ON,,,,44.2501,-79.4663,NA,CA,0,0,
L4R,CANADA,Midland,,,ON,,,,44.7501,-79.883,NA,CA,0,0,
L4S,CANADA,Richmond Hill Central,,,ON,,,,43.8985,-79.4143,NA,CA,0,0,
L4T,CANADA,Mississauga,Malton,,ON,,,,43.7139,-79.6434,NA,CA,0,0,
L4V,CANADA,Mississauga,Wildwood,,ON,,,,43.6935,-79.6069,NA,CA,0,0,
L4W,CANADA,Mississauga,"Matheson, East Rathwood",,ON,,,,43.6413,-79.6296,NA,CA,0,0,
L4X,CANADA,Mississauga,"East Applewood, East Dixie, NE Lakeview",,ON,,,,43.6178,-79.5786,NA,CA,0,0,
L4Y,CANADA,Mississauga,"West Applewood, West Dixie, NW Lakeview",,ON,,,,43.6028,-79.5929,NA,CA,0,0,
L4Z,CANADA,Mississauga,"West Rathwood, East Hurontario, SE Gateway",,ON,,,,43.6192,-79.6538,NA,CA,0,0,
L5A,CANADA,Mississauga,"Mississauga Valleys, East Cooksville",,ON,,,,43.5883,-79.6091,NA,CA,0,0,
L5B,CANADA,Mississauga,"West Cooksville, Fairview, City Centre, East Creditview",,ON,,,,43.5771,-79.6306,NA,CA,0,0,
L5C,CANADA,Mississauga,"West Creditview, Mavis, Erindale",,ON,,,,43.5624,-79.6504,NA,CA,0,0,
L5E,CANADA,Mississauga,Central Lakeview,,ON,,,,43.5836,-79.561,NA,CA,0,0,
L5G,CANADA,Mississauga,"SW Lakeview, Mineola, East Port Credit",,ON,,,,43.5647,-79.5852,NA,CA,0,0,
L5H,CANADA,Mississauga,"West Port Credit, Lorne Park, East Sheridan",,ON,,,,43.5419,-79.6164,NA,CA,0,0,
L5J,CANADA,Mississauga,"Clarkson, Southdown",,ON,,,,43.5102,-79.6296,NA,CA,0,0,
L5K,CANADA,Mississauga,West Sheridan,,ON,,,,43.5272,-79.6617,NA,CA,0,0,
L5L,CANADA,Mississauga,"Erin Mills, Western Business Park",,ON,,,,43.5373,-79.6903,NA,CA,0,0,
L5M,CANADA,Mississauga,"Churchill Meadows, Central Erin Mills, South Streetsville",,ON,,,,43.5637,-79.7202,NA,CA,0,0,
L5N,CANADA,Mississauga,"Lisgar, Meadowvale",,ON,,,,43.5924,-79.7611,NA,CA,0,0,
L5P,CANADA,Mississauga,,,ON,,,,43.6904,-79.6238,NA,CA,0,0,
L5R,CANADA,Mississauga,"West Hurontario, SW Gateway",,ON,,,,43.606,-79.6708,NA,CA,0,0,
L5S,CANADA,Mississauga,"Cardiff, NE Gateway",,ON,,,,43.6801,-79.6783,NA,CA,0,0,
L5T,CANADA,Mississauga,"Courtney Park, East Gateway",,ON,,,,43.6705,-79.6478,NA,CA,0,0,
L5V,CANADA,Mississauga,East Credit,,ON,,,,43.5972,-79.6931,NA,CA,0,0,
L5W,CANADA,Mississauga,"Meadowvale Village, West Gateway",,ON,,,,43.6313,-79.7148,NA,CA,0,0,
L6A,CANADA,Maple,,,ON,,,,43.8501,-79.5163,NA,CA,0,0,
L6B,CANADA,Markham East,,,ON,,,,43.9007,-79.2175,NA,CA,0,0,
L6C,CANADA,Markham Northwest,,,ON,,,,43.9045,-79.3392,NA,CA,0,0,
L6E,CANADA,Markham Northeast,,,ON,,,,43.9002,-79.2676,NA,CA,0,0,
L6G,CANADA,Markham Inner Southwest,,,ON,,,,43.8485,-79.3346,NA,CA,0,0,
L6H,CANADA,Oakville North,,,ON,,,,43.4881,-79.7098,NA,CA,0,0,
L6J,CANADA,Oakville Northeast,,,ON,,,,43.4757,-79.6591,NA,CA,0,0,
L6K,CANADA,Oakville East,,,ON,,,,43.4396,-79.6878,NA,CA,0,0,
L6L,CANADA,Oakville South,,,ON,,,,43.4032,-79.7186,NA,CA,0,0,
L6M,CANADA,Oakville West,,,ON,,,,43.4464,-79.7593,NA,CA,0,0,
