country,zip,primary_city,state,state_name,county,country_name,latitude,longitude
JP,"100-6703","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6704","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6705","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6706","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6707","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6708","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6709","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6710","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6711","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6712","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6713","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6714","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6715","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6716","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6717","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6718","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6719","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6720","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6721","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6722","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6723","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6724","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6725","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6726","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6727","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6728","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6729","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6730","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6731","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6732","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6733","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6734","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6735","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6736","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6737","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6738","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6739","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6740","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6741","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6742","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6743","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6590","Chiyoda","13","Tokyo","Marunouchi","Japan",35.682777,139.76431
